CustomerID,CustomerName,Gender,AgeGroup,Country,City,MembershipTier,SignupDate
380,Fan_00380,Non-binary,25-34,UK,Liverpool,Non-Member,2020-10-08
381,Fan_00381,Female,55+,UK,London,Non-Member,2024-04-03
382,Fan_00382,Female,35-44,China,International City,Full Member,2020-01-11
383,Fan_00383,Male,18-24,UK,London,Full Member,2024-01-29
384,Fan_00384,Non-binary,35-44,Thailand,International City,Non-Member,2024-05-08
385,Fan_00385,Male,Under 18,UK,London,Non-Member,2022-05-09
386,Fan_00386,Non-binary,35-44,Ireland,International City,Non-Member,2020-08-15
387,Fan_00387,Non-binary,45-54,Norway,International City,Non-Member,2023-07-18
388,Fan_00388,Non-binary,18-24,Egypt,International City,Junior Member,2020-10-21
389,Fan_00389,Non-binary,25-34,UK,Liverpool,Non-Member,2023-03-14
390,Fan_00390,Male,55+,USA,International City,Junior Member,2020-06-24
391,Fan_00391,Female,Under 18,Egypt,International City,Red Member,2023-01-19
392,Fan_00392,Non-binary,45-54,Norway,International City,Non-Member,2022-03-10
393,Fan_00393,Male,55+,Norway,International City,Red Member,2022-02-03
394,Fan_00394,Female,Under 18,UK,Liverpool,Red Member,2021-05-08
395,Fan_00395,Non-binary,55+,China,International City,Non-Member,2024-04-29
396,Fan_00396,Non-binary,25-34,Thailand,International City,Non-Member,2020-03-31
397,Fan_00397,Non-binary,18-24,UK,Liverpool,Premium/Lounge,2023-11-03
398,Fan_00398,Non-binary,35-44,USA,International City,Full Member,2021-01-08
399,Fan_00399,Female,Under 18,UK,London,Non-Member,2021-02-16
400,Fan_00400,Male,25-34,UK,Liverpool,Non-Member,2022-11-21
401,Fan_00401,Non-binary,35-44,USA,International City,Non-Member,2020-03-15
402,Fan_00402,Non-binary,18-24,China,International City,Non-Member,2022-01-01
403,Fan_00403,Male,55+,China,International City,Red Member,2021-07-13
404,Fan_00404,Female,35-44,UK,Liverpool,Premium/Lounge,2022-06-19
405,Fan_00405,Male,35-44,UK,London,Junior Member,2022-10-15
406,Fan_00406,Non-binary,25-34,UK,Liverpool,Non-Member,2024-01-29
407,Fan_00407,Male,35-44,USA,International City,Full Member,2024-08-11
408,Fan_00408,Female,Under 18,UK,Liverpool,Non-Member,2021-11-02
409,Fan_00409,Female,25-34,Ireland,International City,Red Member,2023-05-19
410,Fan_00410,Female,18-24,China,International City,Junior Member,2022-06-28
411,Fan_00411,Non-binary,25-34,UK,Liverpool,Full Member,2022-06-09
412,Fan_00412,Male,Under 18,UK,Liverpool,Junior Member,2023-07-29
413,Fan_00413,Female,45-54,USA,International City,Premium/Lounge,2023-10-23
414,Fan_00414,Male,45-54,UK,Liverpool,Junior Member,2024-05-19
415,Fan_00415,Male,18-24,USA,International City,Non-Member,2021-04-28
416,Fan_00416,Non-binary,25-34,China,International City,Red Member,2022-02-23
417,Fan_00417,Male,45-54,Egypt,International City,Non-Member,2023-10-22
418,Fan_00418,Female,25-34,USA,International City,Red Member,2024-04-11
419,Fan_00419,Non-binary,25-34,UK,Liverpool,Red Member,2021-10-05
420,Fan_00420,Female,18-24,Ireland,International City,Non-Member,2020-02-23
421,Fan_00421,Male,35-44,China,International City,Red Member,2022-03-03
422,Fan_00422,Male,25-34,Egypt,International City,Premium/Lounge,2021-06-17
423,Fan_00423,Female,18-24,China,International City,Full Member,2021-08-07
424,Fan_00424,Female,18-24,Australia,International City,Non-Member,2020-10-04
425,Fan_00425,Non-binary,35-44,UK,Liverpool,Non-Member,2024-07-17
426,Fan_00426,Female,55+,Australia,International City,Red Member,2023-12-24
427,Fan_00427,Female,25-34,UK,Liverpool,Non-Member,2023-12-28
428,Fan_00428,Non-binary,55+,China,International City,Non-Member,2024-06-13
429,Fan_00429,Male,18-24,UK,Liverpool,Non-Member,2021-04-29
430,Fan_00430,Male,25-34,Norway,International City,Full Member,2023-03-18
431,Fan_00431,Non-binary,18-24,UK,Liverpool,Full Member,2020-06-25
432,Fan_00432,Non-binary,55+,UK,London,Red Member,2022-12-12
433,Fan_00433,Female,45-54,USA,International City,Non-Member,2020-09-13
434,Fan_00434,Female,35-44,UK,Liverpool,Junior Member,2022-11-25
435,Fan_00435,Non-binary,55+,UK,London,Full Member,2021-01-07
436,Fan_00436,Male,35-44,China,International City,Red Member,2024-11-13
437,Fan_00437,Non-binary,18-24,UK,Liverpool,Non-Member,2020-12-03
438,Fan_00438,Non-binary,18-24,UK,London,Red Member,2022-11-28
439,Fan_00439,Female,18-24,UK,Liverpool,Full Member,2023-02-02
440,Fan_00440,Female,45-54,UK,London,Red Member,2020-07-10
441,Fan_00441,Non-binary,18-24,Norway,International City,Full Member,2023-04-04
442,Fan_00442,Non-binary,55+,UK,London,Full Member,2021-11-22
443,Fan_00443,Male,Under 18,Egypt,International City,Non-Member,2020-04-03
444,Fan_00444,Non-binary,25-34,Ireland,International City,Full Member,2021-03-07
445,Fan_00445,Non-binary,35-44,China,International City,Full Member,2023-08-01
446,Fan_00446,Non-binary,45-54,UK,Liverpool,Non-Member,2023-08-07
447,Fan_00447,Non-binary,35-44,UK,Liverpool,Non-Member,2022-07-17
448,Fan_00448,Male,35-44,UK,Liverpool,Red Member,2022-09-18
449,Fan_00449,Male,25-34,USA,International City,Full Member,2020-10-21
450,Fan_00450,Female,55+,UK,Liverpool,Red Member,2022-03-27
451,Fan_00451,Non-binary,45-54,UK,Liverpool,Non-Member,2021-10-15
452,Fan_00452,Female,35-44,UK,Liverpool,Non-Member,2020-10-15
453,Fan_00453,Female,45-54,UK,London,Red Member,2021-05-23
454,Fan_00454,Non-binary,55+,UK,Liverpool,Red Member,2021-01-23
455,Fan_00455,Male,35-44,China,International City,Red Member,2022-08-14
456,Fan_00456,Female,35-44,Norway,International City,Non-Member,2020-07-03
457,Fan_00457,Non-binary,35-44,USA,International City,Non-Member,2021-03-16
458,Fan_00458,Female,Under 18,Thailand,International City,Non-Member,2021-07-30
459,Fan_00459,Non-binary,55+,Norway,International City,Junior Member,2022-08-21
460,Fan_00460,Male,35-44,UK,Liverpool,Non-Member,2021-06-25
461,Fan_00461,Female,35-44,China,International City,Red Member,2020-04-02
462,Fan_00462,Male,45-54,USA,International City,Full Member,2021-02-02
463,Fan_00463,Male,35-44,UK,Liverpool,Red Member,2022-07-11
464,Fan_00464,Non-binary,25-34,China,International City,Full Member,2023-10-25
465,Fan_00465,Male,18-24,Thailand,International City,Non-Member,2022-03-17
466,Fan_00466,Female,45-54,UK,Liverpool,Red Member,2024-03-26
467,Fan_00467,Non-binary,35-44,UK,London,Red Member,2020-03-23
468,Fan_00468,Non-binary,25-34,UK,London,Red Member,2022-11-29
469,Fan_00469,Male,45-54,USA,International City,Red Member,2020-10-13
470,Fan_00470,Female,18-24,UK,Liverpool,Red Member,2023-06-16
471,Fan_00471,Female,45-54,China,International City,Red Member,2022-11-04
472,Fan_00472,Non-binary,35-44,Egypt,International City,Junior Member,2023-02-26
473,Fan_00473,Male,25-34,UK,Liverpool,Red Member,2023-10-11
474,Fan_00474,Non-binary,25-34,UK,Liverpool,Junior Member,2024-11-21
475,Fan_00475,Non-binary,Under 18,Australia,International City,Full Member,2022-08-29
476,Fan_00476,Non-binary,45-54,UK,Liverpool,Non-Member,2024-01-17
477,Fan_00477,Male,45-54,UK,Liverpool,Full Member,2024-01-16
478,Fan_00478,Female,18-24,Thailand,International City,Junior Member,2021-05-11
479,Fan_00479,Non-binary,Under 18,UK,Liverpool,Non-Member,2020-02-08
480,Fan_00480,Female,35-44,USA,International City,Non-Member,2022-04-25
481,Fan_00481,Male,35-44,Australia,International City,Red Member,2024-05-06
482,Fan_00482,Female,55+,Thailand,International City,Junior Member,2020-05-07
483,Fan_00483,Male,45-54,China,International City,Non-Member,2023-02-22
484,Fan_00484,Female,45-54,UK,Liverpool,Red Member,2021-10-04
485,Fan_00485,Non-binary,25-34,UK,Liverpool,Red Member,2021-12-26
486,Fan_00486,Non-binary,55+,Australia,International City,Full Member,2024-07-03
487,Fan_00487,Female,45-54,Australia,International City,Red Member,2021-01-28
488,Fan_00488,Female,18-24,UK,London,Non-Member,2024-04-28
489,Fan_00489,Non-binary,55+,UK,Liverpool,Red Member,2021-10-11
490,Fan_00490,Female,45-54,Norway,International City,Junior Member,2021-07-14
491,Fan_00491,Non-binary,45-54,UK,London,Red Member,2022-03-19
492,Fan_00492,Male,25-34,UK,Liverpool,Non-Member,2021-08-12
493,Fan_00493,Male,25-34,China,International City,Red Member,2023-09-05
494,Fan_00494,Male,18-24,UK,Liverpool,Red Member,2021-07-09
495,Fan_00495,Non-binary,25-34,Egypt,International City,Non-Member,2020-08-11
496,Fan_00496,Non-binary,45-54,Thailand,International City,Non-Member,2021-05-11
497,Fan_00497,Non-binary,18-24,UK,Liverpool,Full Member,2021-04-21
498,Fan_00498,Female,55+,UK,London,Red Member,2020-07-24
499,Fan_00499,Male,Under 18,Australia,International City,Full Member,2020-11-19
500,Fan_00500,Non-binary,35-44,USA,International City,Red Member,2023-08-25
501,Fan_00501,Female,25-34,UK,Liverpool,Non-Member,2023-08-15
502,Fan_00502,Male,55+,UK,Liverpool,Full Member,2021-04-20
503,Fan_00503,Non-binary,55+,Egypt,International City,Non-Member,2020-12-24
504,Fan_00504,Male,Under 18,USA,International City,Red Member,2024-06-01
505,Fan_00505,Male,55+,Norway,International City,Non-Member,2024-11-30
506,Fan_00506,Non-binary,45-54,UK,London,Non-Member,2021-11-17
507,Fan_00507,Non-binary,45-54,UK,Liverpool,Red Member,2022-10-08
508,Fan_00508,Female,25-34,UK,Liverpool,Non-Member,2024-07-14
509,Fan_00509,Non-binary,35-44,UK,London,Full Member,2021-06-10
510,Fan_00510,Male,Under 18,China,International City,Junior Member,2021-11-21
511,Fan_00511,Male,18-24,UK,Liverpool,Full Member,2024-10-19
512,Fan_00512,Female,35-44,Ireland,International City,Red Member,2021-11-02
513,Fan_00513,Male,18-24,UK,Liverpool,Non-Member,2022-09-04
514,Fan_00514,Male,25-34,UK,Liverpool,Red Member,2021-04-27
515,Fan_00515,Female,25-34,USA,International City,Non-Member,2023-04-07
516,Fan_00516,Non-binary,Under 18,China,International City,Non-Member,2023-08-31
517,Fan_00517,Male,55+,UK,Liverpool,Non-Member,2022-08-11
518,Fan_00518,Non-binary,45-54,UK,London,Junior Member,2024-04-25
519,Fan_00519,Non-binary,25-34,UK,Liverpool,Red Member,2023-06-12
520,Fan_00520,Male,35-44,UK,London,Non-Member,2022-07-20
521,Fan_00521,Non-binary,25-34,China,International City,Red Member,2023-12-08
522,Fan_00522,Female,45-54,Egypt,International City,Junior Member,2024-08-17
523,Fan_00523,Non-binary,45-54,UK,Liverpool,Non-Member,2022-12-12
524,Fan_00524,Non-binary,55+,USA,International City,Red Member,2020-06-08
525,Fan_00525,Male,Under 18,Egypt,International City,Full Member,2022-11-01
526,Fan_00526,Male,18-24,UK,Liverpool,Red Member,2024-10-15
527,Fan_00527,Female,Under 18,Egypt,International City,Junior Member,2021-02-24
528,Fan_00528,Non-binary,35-44,China,International City,Non-Member,2022-11-11
529,Fan_00529,Male,35-44,USA,International City,Non-Member,2022-11-17
530,Fan_00530,Female,45-54,USA,International City,Non-Member,2023-02-18
531,Fan_00531,Non-binary,25-34,USA,International City,Junior Member,2020-02-14
532,Fan_00532,Female,Under 18,USA,International City,Premium/Lounge,2021-03-22
533,Fan_00533,Male,Under 18,Thailand,International City,Red Member,2021-12-06
534,Fan_00534,Male,45-54,Australia,International City,Non-Member,2020-05-21
535,Fan_00535,Male,25-34,Norway,International City,Red Member,2021-01-03
536,Fan_00536,Male,55+,China,International City,Junior Member,2023-08-15
537,Fan_00537,Female,35-44,USA,International City,Red Member,2024-11-15
538,Fan_00538,Non-binary,55+,UK,London,Red Member,2020-09-29
539,Fan_00539,Female,Under 18,Ireland,International City,Non-Member,2023-01-05
540,Fan_00540,Non-binary,18-24,USA,International City,Junior Member,2021-04-01
541,Fan_00541,Female,35-44,UK,Liverpool,Junior Member,2024-01-12
542,Fan_00542,Female,45-54,Egypt,International City,Red Member,2024-08-13
543,Fan_00543,Female,18-24,UK,London,Non-Member,2021-01-21
544,Fan_00544,Male,Under 18,China,International City,Full Member,2022-05-08
545,Fan_00545,Male,18-24,Thailand,International City,Non-Member,2020-05-17
546,Fan_00546,Female,45-54,UK,Liverpool,Junior Member,2023-12-11
547,Fan_00547,Male,35-44,UK,London,Red Member,2021-04-24
548,Fan_00548,Male,Under 18,Egypt,International City,Non-Member,2022-10-28
549,Fan_00549,Non-binary,45-54,UK,London,Red Member,2023-03-28
550,Fan_00550,Non-binary,25-34,Thailand,International City,Non-Member,2021-09-10
551,Fan_00551,Non-binary,18-24,UK,Liverpool,Red Member,2021-09-07
552,Fan_00552,Non-binary,55+,UK,London,Non-Member,2023-07-06
553,Fan_00553,Female,45-54,Australia,International City,Red Member,2020-04-06
554,Fan_00554,Non-binary,35-44,UK,Liverpool,Red Member,2021-10-14
555,Fan_00555,Female,35-44,Australia,International City,Non-Member,2021-09-06
556,Fan_00556,Non-binary,35-44,UK,London,Non-Member,2024-10-05
557,Fan_00557,Non-binary,18-24,UK,London,Red Member,2020-04-28
558,Fan_00558,Female,35-44,Egypt,International City,Full Member,2022-12-21
559,Fan_00559,Female,18-24,UK,London,Red Member,2023-08-17
560,Fan_00560,Female,Under 18,UK,Liverpool,Red Member,2024-01-23
561,Fan_00561,Female,55+,UK,London,Full Member,2023-05-19
562,Fan_00562,Male,45-54,UK,Liverpool,Junior Member,2023-10-07
563,Fan_00563,Male,35-44,Egypt,International City,Non-Member,2024-11-15
564,Fan_00564,Male,18-24,UK,London,Non-Member,2024-02-27
565,Fan_00565,Female,18-24,UK,Liverpool,Junior Member,2023-05-22
566,Fan_00566,Male,35-44,China,International City,Non-Member,2023-02-04
567,Fan_00567,Female,35-44,UK,Liverpool,Red Member,2023-08-21
568,Fan_00568,Female,45-54,UK,London,Red Member,2022-08-12
569,Fan_00569,Non-binary,35-44,UK,Liverpool,Premium/Lounge,2024-09-15
570,Fan_00570,Female,25-34,UK,Liverpool,Red Member,2020-04-03
571,Fan_00571,Male,55+,Egypt,International City,Non-Member,2020-02-03
572,Fan_00572,Non-binary,45-54,UK,Liverpool,Junior Member,2022-05-05
573,Fan_00573,Female,18-24,UK,London,Red Member,2023-03-12
574,Fan_00574,Non-binary,55+,UK,Liverpool,Red Member,2021-06-11
575,Fan_00575,Female,55+,China,International City,Full Member,2024-02-23
576,Fan_00576,Female,18-24,Norway,International City,Junior Member,2024-06-16
577,Fan_00577,Non-binary,45-54,UK,London,Red Member,2021-01-11
578,Fan_00578,Non-binary,Under 18,Egypt,International City,Red Member,2020-03-10
579,Fan_00579,Non-binary,Under 18,UK,Liverpool,Premium/Lounge,2020-01-14
580,Fan_00580,Male,55+,USA,International City,Non-Member,2020-05-19
581,Fan_00581,Male,Under 18,China,International City,Non-Member,2022-11-01
582,Fan_00582,Female,Under 18,USA,International City,Full Member,2023-07-30
583,Fan_00583,Non-binary,35-44,Australia,International City,Full Member,2022-09-26
584,Fan_00584,Non-binary,35-44,UK,London,Non-Member,2020-02-04
585,Fan_00585,Non-binary,25-34,Egypt,International City,Red Member,2021-08-10
586,Fan_00586,Non-binary,55+,UK,Liverpool,Red Member,2024-07-09
587,Fan_00587,Male,45-54,UK,London,Non-Member,2021-05-08
588,Fan_00588,Female,25-34,UK,Liverpool,Non-Member,2024-06-16
589,Fan_00589,Male,25-34,USA,International City,Red Member,2022-07-29
590,Fan_00590,Male,55+,Egypt,International City,Non-Member,2021-09-06
591,Fan_00591,Male,55+,Australia,International City,Full Member,2024-04-04
592,Fan_00592,Female,35-44,UK,London,Full Member,2022-09-01
593,Fan_00593,Non-binary,18-24,UK,Liverpool,Non-Member,2022-10-20
594,Fan_00594,Non-binary,25-34,USA,International City,Full Member,2024-10-23
595,Fan_00595,Male,18-24,UK,Liverpool,Non-Member,2024-11-12
596,Fan_00596,Non-binary,35-44,Australia,International City,Non-Member,2020-04-05
597,Fan_00597,Female,45-54,UK,Liverpool,Full Member,2023-09-09
598,Fan_00598,Female,Under 18,UK,London,Non-Member,2023-04-17
599,Fan_00599,Non-binary,35-44,UK,Liverpool,Non-Member,2021-09-04
600,Fan_00600,Non-binary,35-44,UK,Liverpool,Junior Member,2023-01-12
601,Fan_00601,Non-binary,18-24,UK,London,Junior Member,2024-01-23
602,Fan_00602,Female,Under 18,UK,Liverpool,Non-Member,2022-06-14
603,Fan_00603,Female,45-54,UK,Liverpool,Premium/Lounge,2023-06-11
604,Fan_00604,Female,25-34,Thailand,International City,Non-Member,2023-07-22
605,Fan_00605,Female,35-44,UK,Liverpool,Non-Member,2021-12-29
606,Fan_00606,Female,35-44,Egypt,International City,Non-Member,2023-10-24
607,Fan_00607,Non-binary,35-44,Thailand,International City,Non-Member,2024-04-30
608,Fan_00608,Female,18-24,Thailand,International City,Junior Member,2020-05-30
609,Fan_00609,Female,55+,UK,London,Full Member,2020-11-11
610,Fan_00610,Female,25-34,China,International City,Red Member,2020-08-06
611,Fan_00611,Female,35-44,UK,London,Red Member,2024-04-08
612,Fan_00612,Male,18-24,UK,London,Red Member,2022-07-08
613,Fan_00613,Non-binary,45-54,Egypt,International City,Red Member,2020-07-30
614,Fan_00614,Non-binary,Under 18,UK,London,Full Member,2023-05-09
615,Fan_00615,Male,25-34,UK,Liverpool,Red Member,2022-03-05
616,Fan_00616,Male,55+,China,International City,Full Member,2021-05-12
617,Fan_00617,Non-binary,18-24,Thailand,International City,Junior Member,2022-02-18
618,Fan_00618,Female,25-34,UK,London,Red Member,2020-10-25
619,Fan_00619,Female,35-44,UK,London,Non-Member,2022-09-18
620,Fan_00620,Male,55+,UK,London,Full Member,2022-10-12
621,Fan_00621,Non-binary,18-24,Thailand,International City,Red Member,2020-08-07
622,Fan_00622,Female,25-34,UK,London,Full Member,2022-02-17
623,Fan_00623,Female,55+,UK,Liverpool,Full Member,2020-10-05
624,Fan_00624,Non-binary,18-24,UK,London,Red Member,2021-10-05
625,Fan_00625,Female,25-34,UK,Liverpool,Junior Member,2023-11-24
626,Fan_00626,Female,45-54,Ireland,International City,Non-Member,2021-10-29
627,Fan_00627,Female,25-34,UK,London,Non-Member,2023-02-28
628,Fan_00628,Non-binary,18-24,UK,Liverpool,Junior Member,2024-04-21
629,Fan_00629,Male,55+,Egypt,International City,Red Member,2023-12-21
630,Fan_00630,Female,55+,UK,Liverpool,Non-Member,2024-08-04
631,Fan_00631,Non-binary,35-44,USA,International City,Non-Member,2023-07-21
632,Fan_00632,Non-binary,18-24,UK,London,Junior Member,2022-05-16
633,Fan_00633,Non-binary,35-44,UK,London,Full Member,2022-03-31
634,Fan_00634,Non-binary,55+,Egypt,International City,Red Member,2023-01-18
635,Fan_00635,Female,55+,UK,Liverpool,Red Member,2023-05-01
636,Fan_00636,Male,Under 18,Ireland,International City,Premium/Lounge,2021-05-23
637,Fan_00637,Non-binary,25-34,Ireland,International City,Non-Member,2023-08-18
638,Fan_00638,Male,45-54,Thailand,International City,Full Member,2023-10-19
639,Fan_00639,Female,25-34,Ireland,International City,Red Member,2020-08-04
640,Fan_00640,Male,45-54,UK,London,Premium/Lounge,2022-11-28
641,Fan_00641,Non-binary,55+,Egypt,International City,Full Member,2021-03-28
642,Fan_00642,Female,35-44,USA,International City,Red Member,2024-04-30
643,Fan_00643,Non-binary,55+,Australia,International City,Red Member,2020-11-04
644,Fan_00644,Female,Under 18,UK,Liverpool,Non-Member,2022-05-01
645,Fan_00645,Non-binary,18-24,UK,London,Red Member,2021-09-30
646,Fan_00646,Male,45-54,UK,Liverpool,Red Member,2021-12-14
647,Fan_00647,Male,35-44,Norway,International City,Junior Member,2023-11-27
648,Fan_00648,Female,Under 18,USA,International City,Non-Member,2020-04-01
649,Fan_00649,Male,Under 18,China,International City,Red Member,2023-08-20
